epoch,SPTC,MSTC,loss
0,2362449.0000,510306.6250,2872755.5000
1,1720899.8750,438488.1875,2159388.0000
2,1271228.8750,376742.5938,1647971.5000
3,956040.1250,323945.5000,1279985.6250
4,733212.0625,278975.9375,1012188.0000
5,573474.1875,240754.0625,814228.2500
6,457077.4688,208294.1875,665371.6250
7,370825.0938,180732.5469,551557.6250
8,305873.9062,157330.2344,463204.1250
9,256228.1875,137461.1562,393689.3438
10,217761.9219,120594.5000,338356.4375
11,187588.6406,106279.1719,293867.8125
12,163654.6406,94129.4219,257784.0625
13,144474.7344,83814.3516,228289.0938
14,128960.7969,75049.4609,204010.2500
15,116301.6875,67591.5938,183893.2812
16,105887.9062,61233.1992,167121.1094
17,97254.2266,55798.6133,153052.8438
18,90044.1484,51139.4414,141183.5938
19,83979.8438,47131.1289,131110.9688
20,78845.4766,43669.5938,122515.0703
21,74469.7422,40668.1328,115137.8750
22,70718.1641,38054.7148,108772.8750
23,67482.3906,35769.3750,103251.7656
24,64675.5625,33762.3164,98437.8750
25,62228.3047,31992.0996,94220.4062
26,60083.3008,30424.1504,90507.4531
27,58193.8086,29029.5273,87223.3359
28,56521.1875,27784.0430,84305.2344
29,55034.5391,26667.3320,81701.8750
30,53707.0469,25662.2305,79369.2812
31,52516.6914,24754.2051,77270.8984
32,51445.0078,23930.8652,75375.8750
33,50476.0312,23181.6172,73657.6484
34,49597.3516,22497.4062,72094.7578
35,48797.2734,21870.4766,70667.7500
36,48066.1875,21294.1348,69360.3203
37,47395.9336,20762.5547,68158.4844
38,46779.4062,20270.6914,67050.0938
39,46210.4922,19814.1621,66024.6562
40,45683.9219,19389.0742,65072.9961
41,45194.7227,18992.0215,64186.7422
42,44739.7109,18620.0332,63359.7422
43,44314.9570,18270.4863,62585.4453
44,43917.3555,17941.0195,61858.3750
45,43544.1953,17629.5723,61173.7656
46,43193.0469,17334.3281,60527.3750
47,42861.7812,17053.6484,59915.4297
48,42548.5117,16786.0918,59334.6016
49,42251.4961,16530.3926,58781.8906
50,41969.2305,16285.4033,58254.6328
51,41700.3594,16050.1270,57750.4844
52,41443.6992,15823.6680,57267.3672
53,41198.1172,15605.2598,56803.3750
54,40962.6562,15394.2344,56356.8906
55,40736.4648,15190.0176,55926.4844
56,40518.8281,14992.1152,55510.9453
57,40309.0820,14800.1162,55109.1992
58,40106.7109,14613.6729,54720.3828
59,39911.2578,14432.4883,54343.7461
60,39722.3008,14256.3008,53978.6016
61,39539.4727,14084.8906,53624.3633
62,39362.4766,13918.0654,53280.5430
63,39190.9922,13755.6543,52946.6484
64,39024.7539,13597.5059,52622.2578
65,38863.5312,13443.4902,52307.0234
66,38707.0781,13293.4873,52000.5664
67,38555.1484,13147.3965,51702.5469
68,38407.4922,13005.1133,51412.6055
69,38263.8594,12866.5488,51130.4062
70,38124.3984,12731.6230,50856.0234
71,37988.1445,12600.2637,50588.4062
72,37855.2266,12472.4062,50327.6328
73,37725.4922,12347.9668,50073.4609
74,37598.7773,12226.8750,49825.6523
75,37474.9805,12109.0566,49584.0391
76,37353.9492,11994.4170,49348.3672
77,37235.6133,11882.8555,49118.4688
78,37119.9023,11774.2637,48894.1641
79,37007.0000,11668.5293,48675.5312
80,36896.2305,11565.5303,48461.7617
81,36787.7969,11465.1348,48252.9297
82,36681.5820,11367.2070,48048.7891
83,36577.4883,11271.6113,47849.1016
84,36475.4297,11178.2158,47653.6445
85,36375.2930,11086.8906,47462.1836
86,36277.2812,10997.5059,47274.7891
87,36180.8047,10909.9473,47090.7500
88,36086.0430,10824.1172,46910.1602
89,35992.8984,10739.9326,46732.8320
90,35901.3086,10657.3340,46558.6406
91,35811.1797,10576.2695,46387.4492
92,35722.3945,10496.6895,46219.0859
93,35635.1719,10418.5508,46053.7227
94,35549.0234,10341.8154,45890.8398
95,35464.1055,10266.4434,45730.5469
96,35380.3867,10192.4004,45572.7891
97,35297.8594,10119.6592,45417.5195
98,35216.4766,10048.1895,45264.6641
99,35136.2031,9977.9707,45114.1719
100,35057.0273,9908.9746,44966.0000
101,34978.9727,9841.1768,44820.1484
102,34902.0430,9774.5625,44676.6055
103,34826.2461,9709.1113,44535.3594
104,34751.5898,9644.8018,44396.3906
105,34678.0703,9581.6113,44259.6797
106,34605.6914,9519.5234,44125.2148
107,34534.2422,9458.5195,43992.7617
108,34464.1328,9398.5762,43862.7109
109,34395.1953,9339.6738,43734.8672
110,34327.3750,9281.7939,43609.1680
111,34260.3789,9224.9219,43485.3008
112,34194.7266,9169.0449,43363.7734
113,34130.1211,9114.1504,43244.2734
114,34066.1641,9060.2188,43126.3828
115,34003.5352,9007.2207,43010.7578
116,33941.8906,8955.1250,42897.0156
117,33881.1914,8903.8955,42785.0859
118,33821.0430,8853.5000,42674.5430
119,33762.2539,8803.9043,42566.1562
120,33704.3984,8755.0781,42459.4766
121,33647.4727,8706.9922,42354.4648
122,33590.8945,8659.6230,42250.5156
123,33535.7266,8612.9453,42148.6719
124,33481.4062,8566.9434,42048.3516
125,33427.8477,8521.5986,41949.4453
126,33375.0430,8476.9062,41851.9492
127,33322.9531,8432.8535,41755.8047
128,33271.5703,8389.4365,41661.0078
129,33220.8477,8346.6465,41567.4922
130,33170.7812,8304.4668,41475.2500
131,33121.3438,8262.8779,41384.2227
132,33072.5547,8221.8652,41294.4219
133,33024.3867,8181.4067,41205.7930
134,32976.8672,8141.4863,41118.3516
135,32929.2969,8102.0869,41031.3828
136,32883.0898,8063.1938,40946.2852
137,32837.5195,8024.7881,40862.3086
138,32792.5781,7986.8521,40779.4297
139,32748.2480,7949.3643,40697.6133
140,32704.5078,7912.3052,40616.8125
141,32661.3359,7875.6553,40536.9922
142,32618.7188,7839.3984,40458.1172
143,32576.6387,7803.5190,40380.1562
144,32535.0859,7768.0010,40303.0859
145,32494.0430,7732.8311,40226.8750
146,32453.5039,7697.9951,40151.5000
147,32413.4609,7663.4834,40076.9453
148,32373.8945,7629.2861,40003.1797
149,32334.8184,7595.3979,39930.2148
150,32296.2207,7561.8086,39858.0312
151,32258.1035,7528.5122,39786.6172
152,32220.4629,7495.5020,39715.9648
153,32183.2891,7462.7715,39646.0625
154,32146.5742,7430.3203,39576.8945
155,32110.3164,7398.1519,39508.4688
156,32074.5098,7366.2764,39440.7852
157,32039.1465,7334.7051,39373.8516
158,32004.2363,7303.4492,39307.6875
159,31969.7637,7272.5186,39242.2812
160,31935.7109,7241.9199,39177.6328
161,31902.0742,7211.6553,39113.7305
162,31868.8379,7181.7256,39050.5625
163,31835.9785,7152.1328,38988.1094
164,31803.4941,7122.8745,38926.3672
165,31771.3457,7093.9478,38865.2930
166,31739.5488,7065.3452,38804.8945
167,31708.0723,7037.0596,38745.1328
168,31676.9199,7009.0796,38686.0000
169,31646.0684,6981.3975,38627.4648
170,31615.5234,6954.0059,38569.5312
171,31585.2754,6926.8984,38512.1719
172,31555.3164,6900.0752,38455.3906
173,31525.6348,6873.5347,38399.1680
174,31496.2480,6847.2769,38343.5234
175,31467.1348,6821.3047,38288.4375
176,31438.2988,6795.6133,38233.9141
177,31408.8203,6770.1982,38179.0195
178,31380.5391,6745.0508,38125.5898
179,31352.5176,6720.1597,38072.6758
180,31324.7656,6695.5151,38020.2812
181,31297.2852,6671.1074,37968.3906
182,31270.0645,6646.9282,37916.9922
183,31243.1055,6622.9736,37866.0781
184,31216.3984,6599.2402,37815.6406
185,31189.9473,6575.7275,37765.6758
186,31163.7480,6552.4370,37716.1836
187,31137.8008,6529.3701,37667.1719
188,31112.0996,6506.5278,37618.6289
189,31086.6465,6483.9106,37570.5586
190,31061.4297,6461.5195,37522.9492
191,31036.4629,6439.3530,37475.8164
192,31011.7422,6417.4087,37429.1523
193,30987.2695,6395.6826,37382.9531
194,30963.0352,6374.1709,37337.2070
195,30939.0527,6352.8662,37291.9180
196,30915.3203,6331.7651,37247.0859
197,30891.8242,6310.8623,37202.6875
198,30868.5586,6290.1592,37158.7188
199,30845.5195,6269.6621,37115.1797
200,30822.6855,6249.3677,37072.0547
201,30800.0664,6229.2710,37029.3359
202,30777.6504,6209.3706,36987.0195
203,30755.4277,6189.6660,36945.0938
204,30733.4102,6170.1582,36903.5703
205,30711.5820,6150.8462,36862.4297
206,30689.9258,6131.7285,36821.6562
207,30668.4531,6112.8027,36781.2578
208,30647.1484,6094.0625,36741.2109
209,30626.0020,6075.5020,36701.5039
210,30605.0273,6057.1162,36662.1445
211,30584.2168,6038.9004,36623.1172
212,30563.5742,6020.8555,36584.4297
213,30543.1016,6002.9775,36546.0781
214,30522.7910,5985.2686,36508.0586
215,30502.6523,5967.7246,36470.3750
216,30482.6895,5950.3428,36433.0312
217,30462.8867,5933.1206,36396.0078
218,30443.2441,5916.0542,36359.2969
219,30423.7637,5899.1411,36322.9062
220,30404.4316,5882.3779,36286.8086
221,30385.2402,5865.7617,36251.0000
222,30366.1992,5849.2891,36215.4883
223,30347.2969,5832.9565,36180.2539
224,30328.5391,5816.7583,36145.2969
225,30309.9316,5800.6865,36110.6172
226,30291.4648,5784.7339,36076.1992
227,30273.1504,5768.8965,36042.0469
228,30254.9863,5753.1685,36008.1562
229,30236.9648,5737.5503,35974.5156
230,30219.0859,5722.0386,35941.1250
231,30201.3438,5706.6313,35907.9766
232,30183.7383,5691.3232,35875.0625
233,30166.2832,5676.1133,35842.3984
234,30148.9727,5660.9961,35809.9688
235,30131.8320,5645.9678,35777.8008
236,30114.8477,5631.0234,35745.8711
237,30098.0273,5616.1592,35714.1875
238,30081.3633,5601.3721,35682.7344
239,30064.8320,5586.6582,35651.4922
240,30048.4453,5572.0205,35620.4648
241,30032.1738,5557.4678,35589.6406
242,30016.0000,5543.0142,35559.0156
243,29999.9199,5528.6724,35528.5938
244,29983.9453,5514.4658,35498.4102
245,29968.0762,5500.4238,35468.5000
246,29952.3184,5486.5620,35438.8789
247,29936.6758,5472.8833,35409.5586
248,29921.1641,5459.3770,35380.5391
249,29905.7812,5446.0264,35351.8086
250,29890.5391,5432.8198,35323.3594
251,29875.4473,5419.7490,35295.1953
252,29860.4980,5406.8105,35267.3086
253,29845.6777,5394.0039,35239.6797
254,29831.0020,5381.3271,35212.3281
255,29816.4551,5368.7793,35185.2344
256,29802.0430,5356.3545,35158.3984
257,29787.7480,5344.0479,35131.7969
258,29773.5840,5331.8540,35105.4375
259,29759.5449,5319.7656,35079.3125
260,29745.6211,5307.7793,35053.3984
261,29731.8262,5295.8882,35027.7148
262,29718.1406,5284.0889,35002.2305
263,29704.5723,5272.3789,34976.9531
264,29691.1191,5260.7559,34951.8750
265,29677.7715,5249.2178,34926.9883
266,29664.5273,5237.7632,34902.2891
267,29651.3828,5226.3911,34877.7734
268,29638.3379,5215.0996,34853.4375
269,29625.3828,5203.8921,34829.2734
270,29611.5449,5192.7705,34804.3164
271,29598.7539,5181.7412,34780.4961
272,29586.0430,5170.8086,34756.8516
273,29573.4043,5159.9766,34733.3828
274,29560.8398,5149.2456,34710.0859
275,29548.3574,5138.6133,34686.9688
276,29535.9453,5128.0732,34664.0195
277,29523.6035,5117.6201,34641.2227
278,29511.3379,5107.2461,34618.5859
279,29499.1465,5096.9473,34596.0938
280,29487.0273,5086.7173,34573.7461
281,29474.9883,5076.5596,34551.5469
282,29463.0332,5066.4727,34529.5078
283,29451.1660,5056.4600,34507.6250
284,29439.3848,5046.5186,34485.9023
285,29427.6934,5036.6426,34464.3359
286,29416.0938,5026.8237,34442.9180
287,29404.5820,5017.0498,34421.6328
288,29393.1582,5007.3076,34400.4648
289,29381.8223,4997.5830,34379.4062
290,29370.5723,4987.8633,34358.4375
291,29359.4121,4978.1362,34337.5469
292,29348.3379,4968.3950,34316.7344
293,29337.3398,4958.6396,34295.9805
294,29326.4219,4948.8809,34275.3047
295,29315.5703,4939.1396,34254.7109
296,29304.7871,4929.4502,34234.2383
297,29294.0684,4919.8452,34213.9141
298,29283.4180,4910.3550,34193.7734
299,29272.8438,4900.9961,34173.8398
